"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","AGE","Age","NAT","Citizenship","COU","Country of residence","Value","Flag Codes","Flags"
"SCAC","South and Central America and Caribbean","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",2318661,,
"SCAC","South and Central America and Caribbean","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",5591853,,
"SCAC","South and Central America and Caribbean","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",5591853,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",908833,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",5683300,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",1318381,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",7910514,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",8044292,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",286713,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5807188,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",14138193,,
"SCAC","South and Central America and Caribbean","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",38784395,,
"SCAC","South and Central America and Caribbean","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",38784395,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",8044292,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",39071108,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5807188,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",52922588,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",11863,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",33080,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",273102,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",318045,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",9683,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",6774,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",10065,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",26522,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",21546,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",39854,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",283167,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",344567,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",47204,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",697701,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",154466,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",899371,,
"OTHER","Other and unknown places of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",44751,,
"OTHER","Other and unknown places of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",2659,,
"OTHER","Other and unknown places of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5250,,
"OTHER","Other and unknown places of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",52660,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",91955,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",700360,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",159716,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",952031,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",10215,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",84022,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",153334,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",247571,,
"OTHER","Other and unknown places of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",15069,,
"OTHER","Other and unknown places of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",12400,,
"OTHER","Other and unknown places of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5547,,
"OTHER","Other and unknown places of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",33016,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",25284,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",96422,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",158881,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",280587,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",6471,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",19731,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",64370,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",90572,,
"OTHER","Other and unknown places of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",7083,,
"OTHER","Other and unknown places of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",9332,,
"OTHER","Other and unknown places of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",6652,,
"OTHER","Other and unknown places of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",23067,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",13554,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",29063,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",71022,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",113639,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",75753,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",834534,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",645272,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1555559,,
"OTHER","Other and unknown places of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",76586,,
"OTHER","Other and unknown places of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",31165,,
"OTHER","Other and unknown places of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",27514,,
"OTHER","Other and unknown places of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",135265,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",152339,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",865699,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",672786,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1690824,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",11863,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",33080,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",273102,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",318045,,
"ALL_COUB","All countries of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",6524319,,
"ALL_COUB","All countries of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",871125,,
"ALL_COUB","All countries of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",8492632,,
"ALL_COUB","All countries of birth","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",15888076,,
"ALL_COUB","All countries of birth","0","Native-born","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",199394,,
"ALL_COUB","All countries of birth","0","Native-born","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",12755891,,
"ALL_COUB","All countries of birth","0","Native-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",173081686,,
"ALL_COUB","All countries of birth","0","Native-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",186036971,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",6735576,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",13660096,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",181847420,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",202243092,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",47204,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",697701,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",154466,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",899371,,
"ALL_COUB","All countries of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",636189,,
"ALL_COUB","All countries of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",249582,,
"ALL_COUB","All countries of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",255175,,
"ALL_COUB","All countries of birth","1","Foreign-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1140946,,
"ALL_COUB","All countries of birth","0","Native-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",26526,,
"ALL_COUB","All countries of birth","0","Native-born","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",2770078,,
"ALL_COUB","All countries of birth","0","Native-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5565103,,
"ALL_COUB","All countries of birth","0","Native-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",8361707,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",709919,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",3717361,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5974744,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",10402024,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",10215,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",84022,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",153334,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",247571,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",9621644,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",1292936,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",6798427,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",17713007,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",176210,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",40684515,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",114476569,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",155337294,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",9808069,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",42061473,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",121428330,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",173297872,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",6471,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",19731,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",64370,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",90572,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",5598980,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",1395818,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",7449832,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",14444630,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",76008,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",12061550,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",101238992,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",113376550,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",5681459,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",13477099,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",108753194,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",127911752,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",75753,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",834534,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",645272,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1555559,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",22381132,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",3809461,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",22996066,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",49186659,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",478138,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",68272034,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",394362350,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",463112522,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",22935023,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",72916029,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",418003688,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",513854740,,
"AFRI","Africa","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",53630,,
"AFRI","Africa","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",27791,,
"AFRI","Africa","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",81421,,
"AFRI","Africa","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",53630,,
"AFRI","Africa","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",27791,,
"AFRI","Africa","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",81421,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",81814,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",35267,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",117081,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",81814,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",35267,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",117081,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",9939,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",8839,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",18778,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",9939,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",8839,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",18778,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",145383,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",71897,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",217280,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",145383,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",71897,,
